Category 1,Category 2,Category 3,Name,PLU,Base Price,GTINs,Description,Image Links,Weight Unit,Weight,Dimension Unit,Height,Width,Length,Manufacturer Name,Manufacturer Brand,Manufacturer Address,Tax Rate,Program Eligibility,Price Unit,Sell Unit,Volume Unit,Volume,Allergens,Energy,Energy Unit,Product Traits,Wine variety,Wine vintage,Alcohol percentage,Wine styles,Country origin,Package type,Region origin,Grape variety,Tasting notes,Package Dimension Height,Package Dimension Width,Package Dimension Length,Package Dimension Unit,Package Volume,Package Volume Unit,Package Weight,Package Weight Unit,Package Count,Storage Instructions,Net Quantity Unit,Net Quantity,Serving Size Unit,Serving Size,Servings,Conversion Rate,Minimum Quantity,Maximum Quantity,Ingredients,Additives,Instruction For Use,Deposit,Added Sugar,Calcium,Carbohydrates,Chloride,Cholesterol,Fat,Fiber,Fluoride,Magnesium,Monounsaturated Fat,Polyols,Polyunsaturated Fat,Potassium,Protein,Salt,Saturated Fat,Sodium,Starch,Sugar,Trans Fat,Vitamin C,In-store price
Fruit,Apples & Bananas,,Crisp & Juicy Apple Slices & Grapes 80g,27310014,0.63,5054070299173,,https://asdagroceries.scene7.com/is/image/asdagroceries/5054070299173,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.63
Fruit,Apples & Bananas,,6 Tart & Juicy Granny Smith Apples,27700006,2.12,5054781401100,,https://asdagroceries.scene7.com/is/image/asdagroceries/5054781401100,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.12
Fruit,Apples & Bananas,,Grower's Selection Braeburn Apples,27700000,2.12,5054781401261,,https://asdagroceries.scene7.com/is/image/asdagroceries/5054781401261,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.12
Fruit,Berries & Grapes,,Blackberries 150g,27290022,2.68,23006263,,https://asdagroceries.scene7.com/is/image/asdagroceries/0000023006263,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.68
Fruit,Berries & Grapes,,Plump & Juicy Grapes 80g,27310005,0.63,5054070299180,,https://asdagroceries.scene7.com/is/image/asdagroceries/5054070299180,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.63
Fruit,Berries & Grapes,,Grower's Selection British Strawberries 227g,27290017,2.48,5054781443414,,https://asdagroceries.scene7.com/is/image/asdagroceries/5054781443414,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.48
Fruit,Berries & Grapes,,"Sweet & Juicy Strawberry, Apple & Grapes 130g",27310015,1.66,5054781443629,,https://asdagroceries.scene7.com/is/image/asdagroceries/5054781443629,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.66
Fruit,Berries & Grapes,, Extra Special Strawberries,27290028,3.73,5057172445288,,https://asdagroceries.scene7.com/is/image/asdagroceries/5057172445288,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3.73
Fruit,Citrus Fruit,,Grower's Selection Limes,27690004,1.22,5054781135128,,https://asdagroceries.scene7.com/is/image/asdagroceries/5054781135128,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.22
Fruit,Citrus Fruit,,Tangy & Zesty Lemons,27690005,1.47,5057172445370,,https://asdagroceries.scene7.com/is/image/asdagroceries/5057172445370,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.47
Fruit,Citrus Fruit,,Extra Special ClemenGold Easy Peelers 600g,27690006,2.24,5063089133637,,https://asdagroceries.scene7.com/is/image/asdagroceries/5063089133637,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.24
Fruit,Citrus Fruit,,Extra Special OrangeGold 4 Oranges,27690007,2.98,5063089133651,,https://asdagroceries.scene7.com/is/image/asdagroceries/5063089133651,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.98
Fruit,Citrus Fruit,,3 Large Unwaxed Lemons,27690008,1.52,5063089133668,,https://asdagroceries.scene7.com/is/image/asdagroceries/5063089133668,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.52
Fruit,Other Fruit,,Grower's Selection Watermelon,27290013,4.34,23050419,,https://asdagroceries.scene7.com/is/image/asdagroceries/0000023050419,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4.34
Fruit,Other Fruit,,Grower's Selection Galia Melon,27290015,2.36,5050854251702,,https://asdagroceries.scene7.com/is/image/asdagroceries/5050854251702,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.36
Fruit,Other Fruit,,4 Soft & Sweet Kiwi Fruit,27290014,1.84,27618868,,https://asdagroceries.scene7.com/is/image/asdagroceries/0000027618868,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.84
Fruit,Other Fruit,,Fresh Tastes Pineapple Fingers 200g,27310011,1.98,5051413113998,,https://asdagroceries.scene7.com/is/image/asdagroceries/5051413113998,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.98
Fruit,Other Fruit,,Grower's Selection Mango,27290016,2.22,5050854626494,,https://asdagroceries.scene7.com/is/image/asdagroceries/5050854626494,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.22
Fruit,Tinned & Pot Fruit,,Del Monte Pear Halves in Juice 415g,32940001,1.52,24000124962,,https://asdagroceries.scene7.com/is/image/asdagroceries/0024000124771,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.52
Fruit,Tinned & Pot Fruit,,Del Monte Peach Slices in Juice 415g,32940000,1.52,24000124955,,https://asdagroceries.scene7.com/is/image/asdagroceries/0024000124764,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.52
Fruit,Tinned & Pot Fruit,,Del Monte Fruit Cocktail in Juice 415g,32940002,1.52,24000124023,,https://asdagroceries.scene7.com/is/image/asdagroceries/0024000124023,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.52
Fruit,Tinned & Pot Fruit,,Dole Fruit in Jelly Mandarins in Orange Flavour Jelly 123g,32900029,0.78,38900030544,,https://asdagroceries.scene7.com/is/image/asdagroceries/0038900030544,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.78
Fruit,Tinned & Pot Fruit,,Pineapple Slices in Fruit Juice 432g,32940004,1.38,5051413621486,,https://asdagroceries.scene7.com/is/image/asdagroceries/5010793381441,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.38
Health & Wellbeing,"Cough, Cold & Flu",,HALLS Extra Strong 33.5g,10510056,1.14,50985098,,https://asdagroceries.scene7.com/is/image/asdagroceries/0000050985098,,,,,,,,,,20,,,,,,,,,HFSS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.14
Health & Wellbeing,"Cough, Cold & Flu",,"Beechams All in One Liquid, Cold and Flu Relief with Paracetamol, 160 ml",10510004,5.98,5000347061837,,https://asdagroceries.scene7.com/is/image/asdagroceries/5000347061837,,,,,,,,,,20,,,,,,,,,PARACETAMOL,,,,,,,,,,,,,,,,,,,,,,,,,,,2.0,,,,,,,,,,,,,,,,,,,,,,,,,,5.98
Health & Wellbeing,"Cough, Cold & Flu",,Lemsip Max Cold & Flu 16 Capsules,10510115,6.28,5000158064089,,https://asdagroceries.scene7.com/is/image/asdagroceries/5000158064089,,,,,,,,,,20,,,,,,,,,PARACETAMOL,,,,,,,,,,,,,,,,,,,,,,,,,,,2.0,,,,,,,,,,,,,,,,,,,,,,,,,,6.28
Health & Wellbeing,"Cough, Cold & Flu",,Lemsip Max Cold & Flu Lemon 10 Sachets,10510083,8.17,5000158063938,,https://asdagroceries.scene7.com/is/image/asdagroceries/5000158063938,,,,,,,,,,20,,,,,,,,,PARACETAMOL,,,,,,,,,,,,,,,,,,,,,,,,,,,2.0,,,,,,,,,,,,,,,,,,,,,,,,,,8.17
Health & Wellbeing,"Cough, Cold & Flu",,Imodium Original 2mg Capsules,10510011,4.14,5027097901176,,https://asdagroceries.scene7.com/is/image/asdagroceries/5027097091174,,,,,,,,,,20,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4.14
Health & Wellbeing,Digestive Health,,Dentinox Cradle Cap Treatment Shampoo from Birth 125ml,20130029,2.94,5011784050513,,https://asdagroceries.scene7.com/is/image/asdagroceries/5011784050513,,,,,,,,,,20,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.94
Health & Wellbeing,Digestive Health,,Imodium Instants For On-The-Go Diarrhoea Relief 6 Tablets,10510000,7.04,5027097407319,,https://asdagroceries.scene7.com/is/image/asdagroceries/5027097140735,,,,,,,,,,20,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,7.04
Health & Wellbeing,Digestive Health,,Gaviscon Double Action Heartburn & Indigestion Liquid Mint Flavour 150ml,10510001,7.56,5000158065888,,https://asdagroceries.scene7.com/is/image/asdagroceries/5000158065888,,,,,,,,,,20,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,7.56
Health & Wellbeing,Digestive Health,,Rennie Peppermint 96 Chewable Tablets,10510108,7.87,5010605295218,,https://asdagroceries.scene7.com/is/image/asdagroceries/5010605295218,,,,,,,,,,20,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,7.87
Health & Wellbeing,Digestive Health,,Rennie Spearmint 96 Chewable Tablets,10510109,10.06,5010605295133,,https://asdagroceries.scene7.com/is/image/asdagroceries/5010605295133,,,,,,,,,,20,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,10.06
Health & Wellbeing,First Aid,,Dettol Liquid Antiseptic 750ml,15000001,5.02,50158225,,https://asdagroceries.scene7.com/is/image/asdagroceries/0000050158225,,,,,,,,,,20,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5.02
Health & Wellbeing,First Aid,,Germolene Antiseptic Cream 55g,10510037,3.78,5010605829024,,https://asdagroceries.scene7.com/is/image/asdagroceries/5010605829024,,,,,,,,,,20,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3.78
Health & Wellbeing,First Aid,,Elastoplast Fabric 40 Plasters,10510028,3.58,4005800237508,,https://asdagroceries.scene7.com/is/image/asdagroceries/4005800237508,,,,,,,,,,20,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3.58
Health & Wellbeing,First Aid,,Germolene Antiseptic Cream 30g,10510121,2.97,5010605829017,,https://asdagroceries.scene7.com/is/image/asdagroceries/5010605829017,,,,,,,,,,20,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.97
Health & Wellbeing,First Aid,,Elastoplast Water Resistant Plastic Plasters (40 Pcs),10510136,3.58,4005800237478,,https://asdagroceries.scene7.com/is/image/asdagroceries/4005800237478,,,,,,,,,,20,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3.58
Health & Wellbeing,Other,,Daktarin Aktiv Cream Athlete's Foot Cream Foot Care 15g,10510100,6.02,5012674021101,,https://asdagroceries.scene7.com/is/image/asdagroceries/5012674021101,,,,,,,,,,20,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6.02
Health & Wellbeing,Other,,Canesten Thrush Combi Internal & External Cream,10510053,17.62,5010605620645,,https://asdagroceries.scene7.com/is/image/asdagroceries/5010605620645,,,,,,,,,,20,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,17.62
Health & Wellbeing,Other,,Otex Express Ear Drops 10ml,10510045,7.16,5016379299001,,https://asdagroceries.scene7.com/is/image/asdagroceries/5016379299001,,,,,,,,,,20,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,7.16
Health & Wellbeing,Other,,Canesten Athlete's Foot 1% w/w Cream 30g,10510026,7.12,5010605640438,,https://asdagroceries.scene7.com/is/image/asdagroceries/5010605640438,,,,,,,,,,20,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,7.12
Health & Wellbeing,Other,,CanesOasis Cystitis Relief 4g Granules for Oral Solution Cranberry Flavour 6 Sachets,10510052,6.92,5010605055287,,https://asdagroceries.scene7.com/is/image/asdagroceries/5010605055287,,,,,,,,,,20,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6.92
Health & Wellbeing,Pain Relief,,"Bonjela Adult Ulcer Sugar Free Gel, 15g",10510059,7.22,5000158062139,,https://asdagroceries.scene7.com/is/image/asdagroceries/5000158062139,,,,,,,,,,20,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,7.22
Health & Wellbeing,Pain Relief,,Ibuprofen 200mg Caplets 16 Caplets,10510144,0.52,21122361,,https://asdagroceries.scene7.com/is/image/asdagroceries/0000021122361,,,,,,,,,,20,,,,,,,,,IBUPROFEN,,,,,,,,,,,,,,,,,,,,,,,,,,,2.0,,,,,,,,,,,,,,,,,,,,,,,,,,0.52
Health & Wellbeing,Pain Relief,,Asda Calamine Lotion BP 200ml,10510012,3.23,27183069,,https://asdagroceries.scene7.com/is/image/asdagroceries/0000027183069,,,,,,,,,,20,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3.23
Health & Wellbeing,Pain Relief,,"Nurofen Migraine Pain Caplets, Pack of 12",10510081,5.04,5000167046199,,https://asdagroceries.scene7.com/is/image/asdagroceries/5000167046199,,,,,,,,,,20,,,,,,,,,IBUPROFEN,,,,,,,,,,,,,,,,,,,,,,,,,,,2.0,,,,,,,,,,,,,,,,,,,,,,,,,,5.04
Health & Wellbeing,Pain Relief,,Zovirax Cold Sore Cream 2g,10510066,8.52,5000347015687,,https://asdagroceries.scene7.com/is/image/asdagroceries/5000347015687,,,,,,,,,,20,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,8.52
Health & Wellbeing,Protein Bars,,Nurishment The Original Vanilla Flavour 400g,32510031,2.07,5012389670557,,https://asdagroceries.scene7.com/is/image/asdagroceries/5012389100689,,,,,,,,,,0,,,,,,,,,HFSS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.07
Health & Wellbeing,Protein Bars,,Nurishment The Original Chocolate Flavour 400g,32510032,2.07,5012389670588,,https://asdagroceries.scene7.com/is/image/asdagroceries/5012389100719,,,,,,,,,,0,,,,,,,,,HFSS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.07
Health & Wellbeing,Protein Bars,,Nurishment The Original Strawberry Flavour 400g,32510033,2.07,5012389670595,,https://asdagroceries.scene7.com/is/image/asdagroceries/5012389100726,,,,,,,,,,0,,,,,,,,,HFSS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.07
Health & Wellbeing,Protein Bars,,Nurishment The Original Banana Flavour 400g,32510034,2.07,5012389670601,,https://asdagroceries.scene7.com/is/image/asdagroceries/5012389100733,,,,,,,,,,0,,,,,,,,,HFSS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.07
Health & Wellbeing,Protein Bars,,Grenade Caramel Chaos Caramel Flavour Protein Bar 60g,10520013,3.24,5060221201391,,https://asdagroceries.scene7.com/is/image/asdagroceries/5060221201391,,,,,,,,,,20,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3.24
Health & Wellbeing,Sexual Wellness,,"Clearblue Pregnancy Test With Weeks Indicator, Tells You How Many Weeks, 2 Digital Tests",10520003,20.14,4084500477285,,https://asdagroceries.scene7.com/is/image/asdagroceries/4084500477285,,,,,,,,,,20,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,20.14
Health & Wellbeing,Sexual Wellness,,Durex Extra Safe 12 Condoms,10520005,12.58,5052197045215,,https://asdagroceries.scene7.com/is/image/asdagroceries/5052197045215,,,,,,,,,,5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,12.58
Health & Wellbeing,Sexual Wellness,,Durex Thin Feel 12 Condoms,10520006,12.58,5052197045277,,https://asdagroceries.scene7.com/is/image/asdagroceries/5011417793848,,,,,,,,,,5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,12.58
Health & Wellbeing,Sexual Wellness,,Durex Intense Orgasmic Gel 10ml,10520015,6.62,5011417567623,,https://asdagroceries.scene7.com/is/image/asdagroceries/5011417567623,,,,,,,,,,20,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6.62
Health & Wellbeing,Sexual Wellness,,Skyn Elite 10 Non-Latex Condoms,10520026,12.58,5011831090080,,https://asdagroceries.scene7.com/is/image/asdagroceries/5011831090080,,,,,,,,,,5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,12.58
Health & Wellbeing,Vitamins & Supplements,,Wellwoman Original 30 Capsules,10520002,7.88,5021265222001,,https://asdagroceries.scene7.com/is/image/asdagroceries/5010058279957,,,,,,,,,,20,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,7.88
Health & Wellbeing,Vitamins & Supplements,,Wellman Original 30 Tablets,10520027,7.88,5021265221301,,https://asdagroceries.scene7.com/is/image/asdagroceries/5010058289956,,,,,,,,,,20,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,7.88
Health & Wellbeing,Vitamins & Supplements,,Ultra Vitamin D 1000 IU Optimum Level 96 Mini Tablets,10520009,6.32,5021265243372,,https://asdagroceries.scene7.com/is/image/asdagroceries/5021265043378,,,,,,,,,,20,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6.32
Health & Wellbeing,Vitamins & Supplements,,Berocca Natural Orange Flavour 15 Sugar Free Effervescent Tablets,10520080,6.93,5010605402876,,https://asdagroceries.scene7.com/is/image/asdagroceries/5010605151019,,,,,,,,,,20,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6.93
Health & Wellbeing,Vitamins & Supplements,,Pro Plus Caffeine 48 Tablets,10520071,5.04,5000477703232,,https://asdagroceries.scene7.com/is/image/asdagroceries/5000477573156,,,,,,,,,,20,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5.04
Home Baking,Baking Aids & Kits,,Carnation Evaporated Milk 170g,32900000,0.94,5010346000003,,https://asdagroceries.scene7.com/is/image/asdagroceries/5010346000003,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.94
Home Baking,Baking Aids & Kits,,Carnation Evaporated Milk Tin 410g,32900004,2.07,5010346000010,,https://asdagroceries.scene7.com/is/image/asdagroceries/5000243005188,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.07
Home Baking,Baking Aids & Kits,,Glacé Cherries 200g,32920024,2.26,5052449590173,,https://asdagroceries.scene7.com/is/image/asdagroceries/0000021086656,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.26
Home Baking,Baking Aids & Kits,,Tate & Lyle Golden Syrup 454g,32910000,2.22,5010115902941,,https://asdagroceries.scene7.com/is/image/asdagroceries/5010115002948,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.22
Home Baking,Baking Aids & Kits,,Bake 8 Meringue Nests,32900027,2.13,20337339,,https://asdagroceries.scene7.com/is/image/asdagroceries/0000020337339,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.13
Home Baking,Flour,,Bake Self Raising Flour 1.5kg,32910002,1.02,27429488,,https://asdagroceries.scene7.com/is/image/asdagroceries/0000027429488,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.02
Home Baking,Flour,,Bake by Plain Flour 1.5kg,32910001,1.02,21058684,,https://asdagroceries.scene7.com/is/image/asdagroceries/0000021058684,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.02
Home Baking,Flour,,BAKE by Strong White Bread Flour 1.5kg,32910022,1.63,21058523,,https://asdagroceries.scene7.com/is/image/asdagroceries/0000021058523,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.63
Home Baking,Flour,,Neill's Strong Bread Flour 1.5kg,32910005,2.38,5017602001576,,https://asdagroceries.scene7.com/is/image/asdagroceries/5017602001576,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.38
Home Baking,Jelly,,Hartley's Orange Flavour Jelly 135g,32900016,1.28,5000354160912,,https://asdagroceries.scene7.com/is/image/asdagroceries/5000117081829,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.28
Home Baking,Jelly,,Hartley's Strawberry Flavour Jelly 135g,32900020,1.28,5000354160899,,https://asdagroceries.scene7.com/is/image/asdagroceries/5000117081805,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.28
Home Baking,Jelly,,Hartley's Raspberry Flavour Jelly 2 x 11.5g (23g),32900017,1.52,5000354160936,,https://asdagroceries.scene7.com/is/image/asdagroceries/5000117081843,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.52
Home Baking,Jelly,,Hartley's Strawberry Flavour Jelly Sugar Free Twin Pack 23g,32900021,1.52,5000354160943,,https://asdagroceries.scene7.com/is/image/asdagroceries/5000117081850,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.52
Home Baking,Jelly,,Hartley's 10 Cal Raspberry Flavour Jelly 175g,32900025,1.06,5000354168253,,https://asdagroceries.scene7.com/is/image/asdagroceries/5000117802837,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.06
Home Baking,Other,,Carnation Condensed Milk Tin 397g,32900002,2.12,8715000934720,,https://asdagroceries.scene7.com/is/image/asdagroceries/8715000934676,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.12
Home Baking,Other,,Angel Delight Strawberry Flavour 59g,32900031,1.22,5000354770005,,https://asdagroceries.scene7.com/is/image/asdagroceries/5000117770648,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.22
Home Baking,Other,,Bake Best for Baking Biscuits & Pastry 250g,45700006,1.26,5051413679586,,https://asdagroceries.scene7.com/is/image/asdagroceries/5051413679586,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.26
Home Baking,Other,,Angel Delight Butterscotch Flavour 59g,32900032,1.22,5000354770333,,https://asdagroceries.scene7.com/is/image/asdagroceries/5000117770594,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.22
Home Baking,Other,,Bake Crumble Topping 225g,32910021,0.82,5054070022931,,https://asdagroceries.scene7.com/is/image/asdagroceries/5054070022931,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.82
Home Baking,Sugar,,Billington's Demerara Natural Unrefined Cane Sugar 1kg,33720010,4.13,5010651001146,,https://asdagroceries.scene7.com/is/image/asdagroceries/5010067349948,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4.13
